game,sea_year,date,opponent,nd_rank,opp_rank,head_coach,result,nd_score,opp_score,month,day,year,site,opp_w,opp_l,opp_t,div-1A
1128,2014,11/1/2014,Navy,6,,Brian Kelly,W,49,39,11,1,2014,Home,8,5,0,1
1130,2014,11/15/2014,Northwestern,15,,Brian Kelly,L,40,43,11,15,2014,Home,5,7,0,1
1131,2014,11/22/2014,Louisville,,,Brian Kelly,L,28,31,11,22,2014,Home,9,4,0,1
1134,2015,9/5/2015,Texas,11,,Brian Kelly,W,38,3,9,5,2015,Home,5,7,0,1
1136,2015,9/19/2015,Georgia Tech,8,14,Brian Kelly,W,30,22,9,19,2015,Home,3,9,0,1
1137,2015,9/26/2015,Massachusetts,6,,Brian Kelly,W,62,27,9,26,2015,Home,3,9,0,1
1139,2015,10/10/2015,Navy,15,,Brian Kelly,W,41,24,10,10,2015,Home,11,2,0,1
1140,2015,10/17/2015,Southern California,14,,Brian Kelly,W,41,31,10,17,2015,Home,8,6,0,1
1143,2015,11/14/2015,Wake Forest,6,,Brian Kelly,W,28,7,11,14,2015,Home,3,9,0,1
1144,2015,11/21/2015,Boston College,5,,Brian Kelly,W,19,16,11,21,2015,Home,3,9,0,1
1148,2016,9/11/2016,Nevada,18,,Brian Kelly,W,39,10,9,11,2016,Home,5,7,0,1
1149,2016,9/18/2016,Michigan State,18,12,Brian Kelly,L,28,36,9,18,2016,Home,3,9,0,1
1150,2016,9/25/2016,Duke,,,Brian Kelly,L,35,38,9,25,2016,Home,4,8,0,1
1153,2016,10/15/2016,Stanford,,,Brian Kelly,L,10,17,10,15,2016,Home,9,3,0,1
1154,2016,10/29/2016,Miami,,,Brian Kelly,W,30,27,10,29,2016,Home,8,4,0,1
1155,2016,11/5/2016,Navy,,,Brian Kelly,L,27,28,11,5,2016,Home,9,4,0,1
1156,2016,11/12/2016,Army,,,Brian Kelly,W,44,6,11,12,2016,Home,7,5,0,1
1157,2016,11/19/2016,Virginia Tech,,,Brian Kelly,L,31,34,11,19,2016,Home,9,4,0,1
1159,2017,9/2/2017,Temple,,,Brian Kelly,W,49,16,9,2,2017,Home,6,6,0,1
1160,2017,9/9/2017,Georgia,24,15,Brian Kelly,L,19,20,9,9,2017,Home,12,1,0,1
1163,2017,9/30/2017,Miami OH,22,,Brian Kelly,W,52,17,9,30,2017,Home,5,7,0,1
1165,2017,10/21/2017,Southern California,13,11,Brian Kelly,W,49,14,10,21,2017,Home,11,2,0,1
1166,2017,10/28/2017,North Carolina State,9,14,Brian Kelly,W,35,14,10,28,2017,Home,8,4,0,1
1167,2017,11/4/2017,Wake Forest,5,,Brian Kelly,W,48,37,11,4,2017,Home,7,5,0,1
1169,2017,11/18/2017,Navy,9,,Brian Kelly,W,24,17,11,18,2017,Home,6,6,0,1
1172,2018,9/1/2018,Michigan,12,14,Brian Kelly,W,24,17,9,1,2018,Home,10,3,0,1
1173,2018,9/8/2018,Ball State,8,,Brian Kelly,W,24,16,9,8,2018,Home,4,8,0,1
1174,2018,9/15/2018,Vanderbilt,8,,Brian Kelly,W,22,17,9,15,2018,Home,6,7,0,1
1176,2018,9/29/2018,Stanford,8,7,Brian Kelly,W,38,17,9,29,2018,Home,9,4,0,1
1177,2018,10/6/2018,Virginia Tech,6,24,Brian Kelly,W,45,23,10,6,2018,Home,6,7,0,1
1178,2018,10/13/2018,Pittsburgh,5,,Brian Kelly,W,19,14,10,13,2018,Home,7,7,0,1
1181,2018,11/10/2018,Florida State,3,,Brian Kelly,W,42,13,11,10,2018,Home,5,7,0,1
1182,2018,11/17/2018,Syracuse,3,12,Brian Kelly,W,36,3,11,17,2018,Home,10,3,0,1
1186,2019,9/14/2019,New Mexico,7,,Brian Kelly,W,66,14,9,14,2019,Home,2,10,0,1
1188,2019,9/28/2019,Virginia,10,18,Brian Kelly,W,35,20,9,28,2019,Home,9,5,0,1
1189,2019,10/5/2019,Bowling Green,9,,Brian Kelly,W,52,0,10,5,2019,Home,3,9,0,1
1190,2019,10/12/2019,Southern California,9,,Brian Kelly,W,30,27,10,12,2019,Home,8,5,0,1
1192,2019,11/2/2019,Virginia Tech,16,,Brian Kelly,W,21,20,11,2,2019,Home,8,5,0,1
1194,2019,11/16/2019,Navy,16,21,Brian Kelly,W,52,20,11,16,2019,Home,11,2,0,1
1195,2019,11/23/2019,Boston College,15,,Brian Kelly,W,40,7,11,23,2019,Home,6,7,0,1
161,1924,1/1/1925,Stanford,,,Knute Rockne,W,27,10,1,1,1925,Neutral,7,1,1,1
595,1969,1/1/1970,Texas,9,1,Ara Parseghian,L,17,21,1,1,1970,Neutral,11,0,0,1
606,1970,1/1/1971,Texas,6,1,Ara Parseghian,W,24,11,1,1,1971,Neutral,10,1,0,1
627,1972,1/1/1973,Nebraska,12,9,Ara Parseghian,L,6,40,1,1,1973,Neutral,9,2,1,1
638,1973,12/31/1973,Alabama,3,1,Ara Parseghian,W,24,23,12,31,1973,Neutral,11,1,0,1
650,1974,1/1/1975,Alabama,9,2,Ara Parseghian,W,13,11,1,1,1975,Neutral,11,1,0,1
673,1976,12/27/1976,Penn State,15,20,Dan Devine,W,20,9,12,27,1976,Neutral,7,5,0,1
685,1977,1/2/1978,Texas,5,1,Dan Devine,W,38,10,1,2,1978,Neutral,11,1,0,1
697,1978,1/1/1979,Houston,10,9,Dan Devine,W,35,34,1,1,1979,Neutral,9,3,0,1
720,1980,1/1/1981,Georgia,7,1,Dan Devine,L,10,17,1,1,1981,Neutral,12,0,0,1
754,1983,12/29/1983,Boston College,,13,Gerry Faust,W,19,18,12,29,1983,Neutral,9,3,0,1
766,1984,12/29/1984,Southern Methodist,17,10,Gerry Faust,L,20,27,12,29,1984,Neutral,10,2,0,1
800,1987,1/1/1988,Texas A&M,12,13,Lou Holtz,L,10,35,1,1,1988,Neutral,10,2,0,1
812,1988,1/2/1989,West Virginia,1,3,Lou Holtz,W,34,21,1,2,1989,Neutral,11,1,0,1
825,1989,1/1/1990,Colorado,4,1,Lou Holtz,W,21,6,1,1,1990,Neutral,11,1,0,1
837,1990,1/1/1991,Colorado,5,1,Lou Holtz,L,9,10,1,1,1991,Neutral,11,1,1,1
850,1991,1/1/1992,Florida,18,3,Lou Holtz,W,39,28,1,1,1992,Neutral,10,2,0,1
862,1992,1/1/1993,Texas A&M,5,4,Lou Holtz,W,28,3,1,1,1993,Neutral,12,1,0,1
874,1993,1/1/1994,Texas A&M,4,7,Lou Holtz,W,24,21,1,1,1994,Neutral,10,2,0,1
886,1994,1/2/1995,Colorado,,4,Lou Holtz,L,24,41,1,2,1995,Neutral,11,1,0,1
898,1995,1/1/1996,Florida State,6,8,Lou Holtz,L,26,31,1,1,1996,Neutral,10,2,0,1
922,1997,12/28/1997,Louisiana State,,15,Bob Davie,L,9,27,12,28,1997,Neutral,9,3,0,1
934,1998,1/1/1999,Georgia Tech,17,12,Bob Davie,L,28,35,1,1,1999,Neutral,10,2,0,1
958,2000,1/1/2001,Oregon State,10,5,Bob Davie,L,9,41,1,1,2001,Neutral,11,1,0,1
982,2002,1/1/2003,North Carolina State,11,17,Tyrone Willingham,L,6,28,1,1,2003,Neutral,11,3,0,1
1006,2004,12/28/2004,Oregon State,,,Kent Baer,L,21,38,12,28,2004,Neutral,7,5,0,1
1018,2005,1/2/2006,Ohio State,5,4,Charlie Weis,L,20,34,1,2,2006,Neutral,10,2,0,1
1031,2006,1/3/2007,Louisiana State,11,4,Charlie Weis,L,14,41,1,3,2007,Neutral,11,2,0,1
1056,2008,12/24/2008,Hawaii,,,Charlie Weis,W,49,21,12,24,2008,Neutral,7,7,0,1
1081,2010,12/31/2010,Miami,,,Brian Kelly,W,33,17,12,31,2010,Neutral,7,6,0,1
1094,2011,12/29/2011,Florida State,,25,Brian Kelly,L,14,18,12,29,2011,Neutral,9,4,0,1
1107,2012,1/7/2013,Alabama,1,2,Brian Kelly,L,14,42,1,7,2013,Neutral,13,1,0,1
1120,2013,12/28/2013,Rutgers,25,,Brian Kelly,W,29,16,12,28,2013,Neutral,6,7,0,1
1133,2014,12/30/2014,Louisiana State,,22,Brian Kelly,W,31,28,12,30,2014,Neutral,8,5,0,1
1146,2015,1/1/2016,Ohio State,8,7,Brian Kelly,L,28,44,1,1,2016,Neutral,12,1,0,1
1171,2017,1/1/2018,Louisiana State,14,16,Brian Kelly,W,21,17,1,1,2018,Neutral,9,4,0,1
1179,2018,10/27/2018,Navy,3,,Brian Kelly,W,44,22,10,27,2018,Neutral,3,10,0,1
1184,2018,12/29/2018,Clemson,3,2,Brian Kelly,L,3,30,12,29,2018,Neutral,15,0,0,1
1197,2019,12/28/2019,Iowa State,14,,Brian Kelly,W,33,9,12,28,2019,Neutral,7,6,0,1
